key	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	function	p_HL	N_HL	p_LLI	N_LLI	p_LLIILLIII	N_LLIILLIII	p_LLIV	N_LLIV
func_826fd97f68d5	7.481673732914464	0.05803120658615694	0.003014183795660392	HL,LLIILLIII,LLIV	146891.A9601_14411,167539.Pro_1321,59919.PMM1217,1122962.AULH01000016_gene223	gmhA :: SIS domain	0.03846153846153846	78	0	31	0.09090909090909093	11	0.2	10
func_56776f38e56d	7.382897244056862	0.06064490825814714	0.0031452329612770584	HL,LLI	59931.WH7805_08556,32051.SynWH7803_0192,195253.Syn6312_0504,316279.Syncc9902_0221,64471.sync_0159	rfbB :: COG0451 Nucleoside-diphosphate-sugar epimerases	0.2435897435897436	78	0.12903225806451613	31	0	11	0	10
func_18bace259c02	7.270405784475734	0.06376064514380422	0.0033018891766611125	HL,LLI,LLIILLIII	1501268.EW14_1874	DNA invertase Pin homologs	0.03846153846153846	78	0.16129032258064516	31	0.18181818181818185	11	0	10
func_19a7486e8cf4	7.222222306204423	0.0651421648731248	0.0033583945453256026	HL	1471459.JFLJ01000113_gene254,1471459.JFLJ01000130_gene1424,93060.P9215_12571	Carbohydrate-selective porin,  OprB family	0.1282051282051282	78	0	31	0	11	0	10
func_25f15d487e0c	7.222222306204423	0.0651421648731248	0.0033583945453256026	HL	146891.A9601_03891,167548.EU98_1869,59919.PMM0353,167542.P9515_03901,46234.ANA_C13163	Glycosyl transferase family 11	0.1282051282051282	78	0	31	0	11	0	10
func_60d44cd47b2f	7.222222306204423	0.0651421648731248	0.0033583945453256026	HL	1385935.N836_21010,1487953.JMKF01000003_gene496	Bacterial extracellular solute-binding protein	0.1282051282051282	78	0	31	0	11	0	10
func_931d52379d6d	7.168501378190284	0.06671664105232068	0.0034344632144465838	HL,LLI,LLIILLIII	1501269.EW15_1243,1499498.EV05_1731,93057.EU95_1062,93059.P9211_08231,59925.EU91_0672	Twitching motility protein PilT	0.0641025641025641	78	0.16129032258064516	31	0.2727272727272727	11	0	10
func_d75c3507db88	7.0784771196824545	0.06943806132532543	0.003569261824176679	HL,LLIILLIII	167542.P9515_15521,59921.EU92_0317,146891.A9601_15871,59925.EU91_1552,59919.PMM1378	fatty acid desaturase	0.15384615384615383	78	0	31	0.09090909090909093	11	0	10
func_476e7dd4d4cc	7.043545557248524	0.07052270289985703	0.0036196522256792775	HL,LLI	167546.P9301_12651,146891.A9601_12591,1501268.EW14_1560,74546.PMT9312_1354,167548.EU98_1830,93060.P9215_12721	sdhA :: COG1053 Succinate dehydrogenase fumarate reductase, flavoprotein subunit Energy production and conversion	0.2307692307692308	78	0.2903225806451613	31	0	11	0	10
func_5166b405ef6d	6.98354855310304	0.07242398870473303	0.0037117469781425706	HL,LLI,LLIV	1123247.AUIJ01000004_gene1153,1167006.UWK_02428,1230476.C207_01271,221359.RS9916_38627,443598.AUFA01000056_gene3439,84588.SYNW0449,747.DR93_960,289376.THEYE_A0480,313625.BL107_06409,1124780.ANNU01000005_gene2422,87626.PTD2_12089,167555.NATL1_08731,1432050.IE4771_CH00808,765913.ThidrDRAFT_4214,2340.JV46_06920	UDP-N-acetylglucosamine 2-epimerase	0.19230769230769232	78	0.03225806451612903	31	0	11	0.1	10
func_c925d0b866a1	6.891652543532181	0.07543253668784967	0.0038434052488597447	HL,LLI,LLIILLIII	93060.P9215_14651,1499498.EV05_1236	Haloacid dehalogenase-like hydrolase	0.02564102564102564	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_cbc692b2d7fe	6.891652543532181	0.07543253668784967	0.0038434052488597447	HL,LLI,LLIILLIII	64471.sync_0076,69042.WH5701_04675,59921.EU92_0664,1499499.EV06_2024	Curli production assembly/transport component CsgG	0.02564102564102564	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_edd578ca4bc0	6.891652543532181	0.07543253668784967	0.0038434052488597447	HL,LLI,LLIILLIII	1499498.EV05_1234	HMGL-like	0.02564102564102564	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_3dd1de8d0568	6.891548570454223	0.07543600804236478	0.0038434052488597447	HL,LLI,LLIV	167555.NATL1_16721,1294273.roselon_01431,1267005.KB911257_gene665,59931.WH7805_10289	cephalosporin hydroxylase	0.02564102564102564	78	0.06451612903225806	31	0	11	0.2	10
func_4a3c996a18b2	6.494724010876385	0.08987080833889229	0.004572133113310214	HL,LLI,LLIV	1121015.N789_11250,237368.SCABRO_01359,1245469.S58_25110,565034.BHWA1_00475,156889.Mmc1_0742,1357272.AVEO02000016_gene3415,344747.PM8797T_07834,985054.JQEZ01000001_gene1875,1380394.JADL01000011_gene4089,765911.Thivi_0882	Macrocin-O-methyltransferase (TylF)	0.07692307692307693	78	0.0967741935483871	31	0	11	0.3	10
func_0d90783b8838	6.446281043808261	0.09180529222527782	0.004650094069058226	HL	74546.PMT9312_0885	Signal peptidase (SPase) II	0.1153846153846154	78	0	31	0	11	0	10
func_7c0dd31d7bb3	6.446281043808261	0.09180529222527782	0.004650094069058226	HL	59921.EU92_0465,167546.P9301_14421	mtnN :: adenosylhomocysteine nucleosidase activity	0.1153846153846154	78	0	31	0	11	0	10
func_dbda0d28f478	6.446281043808261	0.09180529222527782	0.004650094069058226	HL	74545.EU96_1748,93060.P9215_16371,74546.PMT9312_1494	ATPase related to phosphate starvation-inducible protein PhoH	0.1153846153846154	78	0	31	0	11	0	10
func_ba5a6badca54	6.432791583168644	0.09235105631132584	0.004670919087529639	HL,LLI,LLIILLIII	167555.NATL1_08771,1501268.EW14_1486,93057.EU95_0539,1499499.EV06_0077,146891.A9601_14011	Chain length determinant protein	0.0641025641025641	78	0.0967741935483871	31	0.2727272727272727	11	0	10
func_6ab43865afec	6.426930691415041	0.09258915009720378	0.004676144824802271	HL,LLI	167548.EU98_0387	PetN	0.15384615384615383	78	0.03225806451612903	31	0	11	0	10
func_031e77bf1a6a	6.3934427251164845	0.09396092606025473	0.004738527909201718	HL,LLIV	1280380.KR100_01405	rfaE :: Phosphomethylpyrimidine kinase	0.07692307692307693	78	0	31	0	11	0.2	10
func_687967e38ecc	6.379258718624455	0.09454781717369351	0.004761204961748965	HL,LLIILLIII	146891.A9601_14181,167539.Pro_1319,59919.PMM1215,167548.EU98_1858,59921.EU92_0275	PFAM FAD dependent oxidoreductase	0.14102564102564102	78	0	31	0.09090909090909093	11	0	10
func_53fd45f1dc9f	6.174984606017999	0.1034003560598116	0.005199451556284979	HL,LLI,LLIILLIII	146891.A9601_14381,1131269.AQVV01000004_gene585,93060.P9215_14721,59925.EU91_1306,1392838.AWNM01000041_gene1369,1131269.AQVV01000034_gene2263,533247.CRD_00151,59919.PMM1253,74546.PMT9312_0659,1444712.BN1013_01326,1173027.Mic7113_5256,167539.Pro_1324,167539.Pro_1285,545694.TREPR_3736,59919.PMM1243,74545.EU96_1330,1131269.AQVV01000049_gene2094,349966.DJ58_3492,93060.P9215_14621,167542.P9515_14091,1499498.EV05_1290,1437882.AZRU01000030_gene139,74545.EU96_1523,1355374.JARU01000019_gene1943	methyltransferase	0.28205128205128205	78	0.12903225806451613	31	0.2727272727272727	11	0	10
func_a5dacfc1f598	6.149410375343302	0.10456308421146951	0.005242722646378076	HL,LLI,LLIV	1131269.AQVV01000023_gene2385,167548.EU98_1834,167546.P9301_14401,59921.EU92_0476,1499502.EV12_3049	radical SAM domain protein	0.03846153846153846	78	0.03225806451612903	31	0	11	0.2	10
func_f65c3684a858	6.149410375343302	0.10456308421146951	0.005242722646378076	HL,LLI,LLIV	1471522.JFNU01000176_gene1639,74547.PMT_0087	Rhamnan synthesis protein F	0.03846153846153846	78	0.03225806451612903	31	0	11	0.2	10
func_e8ec8b156fd1	6.065546453816387	0.10846443193673054	0.005430486071556984	HL,LLI,LLIILLIII	1501269.EW15_2180,146891.A9601_14061,1122236.KB905141_gene713,709032.Sulku_2405,306264.CUP1261,357804.Ping_3462	dTDP-4-dehydrorhamnose 3, 5-epimerase	0.02564102564102564	78	0.06451612903225806	31	0.18181818181818185	11	0	10
func_00ee7c3af7aa	6.030338340871201	0.11014349200276481	0.00550660549131082	HL,LLIILLIII	167542.P9515_08441,1173026.Glo7428_2443,489825.LYNGBM3L_32070,59919.PMM0739	metal-binding protein (DUF2103)	0.0641025641025641	78	0	31	0.18181818181818185	11	0	10
func_10794525879b	5.722792709454017	0.12590403691611704	0.006285494394265207	HL,LLIILLIII	1131269.AQVV01000009_gene1154,93059.P9211_12511,221360.RS9917_04675,1499498.EV05_1298,1501268.EW14_1504	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	0.08974358974358974	78	0	31	0.18181818181818185	11	0	10
func_087e3922ebab	5.708961291794712	0.12666109955573548	0.00629501392931952	HL,LLIILLIII	59926.EV02_1715,167542.P9515_00411,59925.EU91_0199	transferase activity,  transferring acyl groups other than amino-acyl groups	0.1282051282051282	78	0	31	0.09090909090909093	11	0	10
func_b81b18b5bf32	5.708961291794712	0.12666109955573548	0.00629501392931952	HL,LLIILLIII	1501268.EW14_0731,167548.EU98_1643,1131269.AQVV01000060_gene896,93060.P9215_17951,766499.C357_03565,1282876.BAOK01000002_gene654,1499499.EV06_2011	lipolytic protein G-D-S-L family	0.1282051282051282	78	0	31	0.09090909090909093	11	0	10
func_10d30151df07	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167546.P9301_13131	nitrilase	0.10256410256410256	78	0	31	0	11	0	10
func_2563bcde3069	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167546.P9301_13161	AIR synthase related protein,  C-terminal domain	0.10256410256410256	78	0	31	0	11	0	10
func_5681592dd734	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167546.P9301_13151	Gnat family	0.10256410256410256	78	0	31	0	11	0	10
func_68b4785d087f	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167546.P9301_13121	TIGRFAM MSMEG_0572 family protein	0.10256410256410256	78	0	31	0	11	0	10
func_797e5577b962	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	1471459.JFLJ01000129_gene1076,74545.EU96_1355	OsmC-like protein	0.10256410256410256	78	0	31	0	11	0	10
func_8b77bacb4ffb	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167546.P9301_13171	flavoprotein involved in K transport	0.10256410256410256	78	0	31	0	11	0	10
func_a295aeada101	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167546.P9301_13111	TIGRFAM flavin-dependent oxidoreductase,  MSMEG_0569 family	0.10256410256410256	78	0	31	0	11	0	10
func_c5c873d59307	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167546.P9301_13141	Radical SAM protein	0.10256410256410256	78	0	31	0	11	0	10
func_daa228148ad3	5.683060139334185	0.12809046545672895	0.00629501392931952	HL	167548.EU98_1815,93060.P9215_12621,477184.KYC_08055,827.JFJK01000002_gene1053,1501268.EW14_1271	GtrA-like protein	0.10256410256410256	78	0	31	0	11	0	10
func_213cfa489f87	5.679341946526023	0.12829691073684418	0.006296241506409108	HL,LLI	93060.P9215_04351,146891.A9601_14361,167546.P9301_12591	domain protein	0.14102564102564102	78	0.03225806451612903	31	0	11	0	10
func_837079abac6a	5.608468424027855	0.13229303934906647	0.006483183726315131	HL,LLI	167555.NATL1_11591,167546.P9301_12581,1501269.EW15_1472,1471459.JFLJ01000129_gene1077	COG798 Arsenite efflux pump ACR3 and related permeases Inorganic ion transport and metabolism	0.21794871794871795	78	0.16129032258064516	31	0	11	0	10
func_e07d3e6f8801	5.477265653211551	0.1400047239186655	0.006851427192677086	HL,LLI,LLIILLIII	74545.EU96_1579,167546.P9301_14271,167555.NATL1_08601,167542.P9515_13731,146891.A9601_14141	rfe :: Udp-n-acetylmuramyl pentapeptide phosphotransferase	0.16666666666666666	78	0.03225806451612903	31	0.09090909090909093	11	0	10
func_7e65e6d53be3	5.45517523517903	0.1413443518973982	0.006907242488341829	HL,LLI,LLIILLIII	74545.EU96_1551	PFAM DAHP synthetase I	0.01282051282051282	78	0.0967741935483871	31	0.09090909090909093	11	0	10
func_380dccb52a76	5.323408402308123	0.14959064684894108	0.007299942378767278	HL,LLI,LLIILLIII	391626.OAN307_c31500	protein conserved in bacteria with an aminopeptidase-like domain	0.03846153846153846	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_ece4b9fbc90b	5.255115267291013	0.1540415526326608	0.007506586378619745	HL,LLIILLIII,LLIV	316278.SynRCC307_0488,32051.SynWH7803_0128	hlyB :: COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	0.1282051282051282	78	0	31	0.09090909090909093	11	0.2	10
func_44112c8b4544	5.200000020048507	0.15772444904200977	0.007664527731864194	HL,LLIV	167548.EU98_1825,644076.SCH4B_1026,167546.P9301_12551,41431.PCC8801_2171	dioxygenase activity	0.1153846153846154	78	0	31	0	11	0.1	10
func_7f117e93d8eb	5.200000020048507	0.15772444904200977	0.007664527731864194	HL,LLIV	1116472.MGMO_94c00210,1187848.AJYQ01000004_gene177,1380390.JIAT01000011_gene2308,98439.AJLL01000012_gene2190,366602.Caul_2722,146891.A9601_04161,1470591.BW41_01126	KR domain	0.1153846153846154	78	0	31	0	11	0.1	10
func_9d0dc04b7dd5	5.140111726343222	0.16182031369409194	0.007852565897471905	HL,LLI	413404.Rmag_0896,74545.EU96_1573,74545.EU96_1558,1501269.EW15_1731,167546.P9301_14201,167548.EU98_0638,167550.EV00_1140,59921.EU92_0472,167542.P9515_12801,167542.P9515_13841,944480.ATUV01000002_gene337,1501268.EW14_1470,167555.NATL1_00441	3-demethylubiquinone-9 3-O-methyltransferase activity	0.20512820512820512	78	0.16129032258064516	31	0	11	0	10
func_8bd42f134ebd	5.111445069235687	0.16381612978401397	0.007938313237782714	HL,LLIILLIII,LLIV	90813.JQMT01000001_gene745,314287.GB2207_05984,1122947.FR7_1610,1501268.EW14_1705,439493.PB7211_1043,93060.P9215_14441	Nucleotidyl transferase	0.07692307692307693	78	0	31	0.09090909090909093	11	0.2	10
func_9791be7def4f	5.1031448424532675	0.16439831431741436	0.007955414217456883	HL,LLI	59919.PMM1220,110662.Syncc9605_2369,1156935.QWE_11331,316279.Syncc9902_0192,146891.A9601_13931,166318.Syn8016DRAFT_1726,232348.ADXL01000054_gene1745,1280380.KR100_14690	glycosyl transferase	0.1794871794871795	78	0.0967741935483871	31	0	11	0	10
func_9f67528810a0	5.0723581422035435	0.16657475778854597	0.008049508047209135	HL,LLIILLIII	614083.AWQR01000001_gene3075,864073.HFRIS_000825,221359.RS9916_38597,313625.BL107_05869,1535287.JP74_13180,221360.RS9917_09206,366602.Caul_2719	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	0.1153846153846154	78	0	31	0.09090909090909093	11	0	10
func_973976b953b0	4.997487912482418	0.171981184131656	0.008299207768007081	HL,LLI	1342302.JASC01000002_gene100,765913.ThidrDRAFT_0694	COG2931,  RTX toxins and related Ca2 -binding proteins	0.03846153846153846	78	0.12903225806451613	31	0	11	0	10
func_abf5f26d5569	4.956095041023918	0.17504045638773275	0.008380034179174945	HL,LLI,LLIV	1280380.KR100_01430,1218084.BBJK01000006_gene875,1140.Synpcc7942_0057,321332.CYB_2177,59919.PMM1232,167542.P9515_07271,43989.cce_0379,1532558.JL39_29510,146891.A9601_14051,1501269.EW15_2179,167548.EU98_1837,466038.KI421440_gene1165,93060.P9215_14381	C-methyltransferase C-terminal domain	0.10256410256410256	78	0.12903225806451613	31	0	11	0.3	10
func_9d5e05d5cd07	4.951791068710578	0.17536146746582193	0.008380034179174945	HL,LLI	445685.E3SK49_9CAUD,444862.E3SLP4_9CAUD	outer membrane	0.1282051282051282	78	0.03225806451612903	31	0	11	0	10
func_065b21587f67	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	167548.EU98_0522	PFAM Bacterial protein of	0.08974358974358974	78	0	31	0	11	0	10
func_18971a1c7728	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	316278.SynRCC307_0185,585423.KR49_06465,221360.RS9917_04470	NAD dependent epimerase dehydratase	0.08974358974358974	78	0	31	0	11	0	10
func_51feb164cda3	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	167542.P9515_14361,167550.EV00_1075,59919.PMM1275	thiS :: thiamine diphosphate biosynthetic process	0.08974358974358974	78	0	31	0	11	0	10
func_56cd7556886a	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	146891.A9601_12351	EF-hand,  calcium binding motif	0.08974358974358974	78	0	31	0	11	0	10
func_71665b1ec910	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	1501268.EW14_0298	psbI :: One of the components of the core complex of photosystem II (PSII), required for its stability and or assembly. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation	0.08974358974358974	78	0	31	0	11	0	10
func_9101a84969b3	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	59919.PMM1469,167542.P9515_16491	carboxylic ester hydrolase activity	0.08974358974358974	78	0	31	0	11	0	10
func_928b93ee52e6	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	59919.PMM0354,146891.A9601_03901	hyaD :: Glycosyl transferase, family 2	0.08974358974358974	78	0	31	0	11	0	10
func_a412d1c741d8	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	167546.P9301_12521	phosphonate ABC transporter,  permease protein PhnE	0.08974358974358974	78	0	31	0	11	0	10
func_cdfc21c7f056	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	167542.P9515_12821,167548.EU98_0513	Gram-negative-bacterium-type cell wall biogenesis	0.08974358974358974	78	0	31	0	11	0	10
func_d6c33c1c75ec	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	167542.P9515_14011,1501268.EW14_1704	Class II Aldolase and Adducin N-terminal domain	0.08974358974358974	78	0	31	0	11	0	10
func_e70e5f11af4e	4.932648136845864	0.17679593626682238	0.008380034179174945	HL	74545.EU96_1351,1471459.JFLJ01000129_gene1072	D-isomer specific 2-hydroxyacid dehydrogenase,  catalytic domain	0.08974358974358974	78	0	31	0	11	0	10
func_522cbed28768	4.6162205549959845	0.2021550084422682	0.009568968470685668	HL,LLIV	167546.P9301_12511,585425.KR52_11160,1471459.JFLJ01000129_gene1070	phnD :: ABC transporter, phosphonate, periplasmic substrate-binding protein	0.10256410256410256	78	0	31	0	11	0.1	10
func_37ec2bf723db	4.543434361416222	0.20844860780675067	0.009853432178280244	HL,LLIILLIII,LLIV	167542.P9515_13831,167539.Pro_1326,862908.BMS_0373,439235.Dalk_1668,666681.M301_1244,909943.HIMB100_00023210,59921.EU92_1154,449447.MAE_59470,146891.A9601_13951	PFAM Glycosyl transferase family 2	0.08974358974358974	78	0	31	0.18181818181818185	11	0.1	10
func_538f929c1a82	4.510151883634177	0.21138654803559934	0.009978714571010624	HL,LLI,LLIV	257363.RT0322,1287276.X752_04320,1144325.PMI22_02920,1137799.GZ78_27485,272947.RP332,180281.CPCC7001_2225	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose	0.0641025641025641	78	0.03225806451612903	31	0	11	0.2	10
func_2a815d23ccb6	4.475079842297382	0.21452390854465125	0.010099335643356104	HL,LLIILLIII	167548.EU98_0174,59926.EV02_0438,167539.Pro_1230,59919.PMM0374,74546.PMT9312_1519	tatA :: protein secretion	0.10256410256410256	78	0	31	0.09090909090909093	11	0	10
func_3bd1e82b78f4	4.475079842297382	0.21452390854465125	0.010099335643356104	HL,LLIILLIII	74545.EU96_1914,74546.PMT9312_1512,1501268.EW14_1754	cell adhesion	0.10256410256410256	78	0	31	0.09090909090909093	11	0	10
func_923717cf776a	4.445696172166404	0.21718551250620843	0.01021078385152126	HL,LLI,LLIILLIII	585425.KR52_11050,74545.EU96_1394,1499499.EV06_2047,313603.FB2170_01995	HsdM N-terminal domain	0.05128205128205128	78	0.12903225806451613	31	0.18181818181818185	11	0	10
func_bd36d9eaf602	4.261585353068465	0.23456789846988085	0.01101307840890847	HL,LLI,LLIV	1034943.BN1094_01883,338969.Rfer_1245,1217720.ALOX01000011_gene2526,533247.CRD_00170,1501268.EW14_1457,316058.RPB_3812,74546.PMT9312_1337	SIS domain	0.14102564102564102	78	0.03225806451612903	31	0	11	0.1	10
func_e8151edb382c	4.227005448803483	0.2379719974380289	0.011102957083964493	HL,LLI,LLIV	93060.P9215_14771,167548.EU98_1827,167548.EU98_1828,1144319.PMI16_04709,326298.Suden_0177,1128912.GMES_2594	Iron-sulfur cluster-binding domain	0.05128205128205128	78	0.0967741935483871	31	0	11	0.2	10
func_6a24455f8a73	4.225724483154325	0.23809896347388612	0.011102957083964493	HL,LLI	1121875.KB907551_gene1101,537972.ABQU01000030_gene453,1198452.Jab_2c09190,1501268.EW14_1707,866895.HBHAL_1984,556267.HWAG_00784,1178825.ALIH01000009_gene1305,167542.P9515_14041	glycerophosphoryl diester phosphodiesterase	0.14102564102564102	78	0.06451612903225806	31	0	11	0	10
func_1ce505cacd39	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	177439.DP0033,1249627.D779_4240,946483.Cenrod_0502,93060.P9215_14791	Asparagine synthase,  glutamine-hydrolyzing	0.07692307692307693	78	0	31	0	11	0	10
func_295187f049af	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	180281.CPCC7001_694	mrr :: restriction endonuclease	0.07692307692307693	78	0	31	0	11	0	10
func_326a7749e6ec	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	59919.PMM0729,167542.P9515_08591	lig :: Atp-dependent dna ligase	0.07692307692307693	78	0	31	0	11	0	10
func_3f064adbfe72	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	167550.EV00_1192	proteolysis	0.07692307692307693	78	0	31	0	11	0	10
func_428c9f047139	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	59926.EV02_1720,167542.P9515_13871	Dual specificity phosphatase,  catalytic domain	0.07692307692307693	78	0	31	0	11	0	10
func_4c7b8a191160	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	167542.P9515_15181,59919.PMM1357	Ergosterol biosynthesis ERG4/ERG24 family	0.07692307692307693	78	0	31	0	11	0	10
func_6bea7757767c	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	167542.P9515_14561	trhF :: signal peptide processing	0.07692307692307693	78	0	31	0	11	0	10
func_a8a01d128399	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	146891.A9601_14541,59919.PMM1235,196162.Noca_4222	Transketolase,  thiamine diphosphate binding domain	0.07692307692307693	78	0	31	0	11	0	10
func_adb058a0af42	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	1508644.SFBmNL_00375,292564.Cyagr_1193,935948.KE386495_gene1757,1197706.AKKK01000013_gene2086,608534.GCWU000341_01375	galE :: Belongs to the NAD(P)-dependent epimerase dehydratase family	0.07692307692307693	78	0	31	0	11	0	10
func_b02a5700a25f	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	167546.P9301_12561	TIGRFAM phosphonate degradation operons associated HDIG domain protein	0.07692307692307693	78	0	31	0	11	0	10
func_bb6c97dc5fb6	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	167542.P9515_14051,1501268.EW14_1708	uridine kinase	0.07692307692307693	78	0	31	0	11	0	10
func_ee45a35b32df	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	59919.PMM0018	sirA :: sulfur carrier activity	0.07692307692307693	78	0	31	0	11	0	10
func_fbf40d45aa96	4.193810800422426	0.24128227236255992	0.011102957083964493	HL	59921.EU92_0944,74546.PMT9312_0368,520999.PROVALCAL_00140	Cleaves both 3' and 5' ssDNA extremities of branched DNA structures	0.07692307692307693	78	0	31	0	11	0	10
func_6ba93d800079	4.111292982081629	0.24969456422506112	0.011474842388682176	HL,LLI,LLIILLIII	582515.KR51_00004460,167555.NATL1_00431,203124.Tery_3108,1499498.EV05_1303,74546.PMT9312_1162,488538.SAR116_1956,471854.Dfer_2209,167542.P9515_13901,146891.A9601_14461	O-methyltransferase activity	0.1153846153846154	78	0.2258064516129032	31	0.18181818181818185	11	0	10
func_79e9f7eb2540	3.964446080301045	0.2653289927659934	0.012161115733969705	HL,LLI	167542.P9515_00381,59931.WH7805_13248	PFAM T5orf172 domain	0.05128205128205128	78	0.12903225806451613	31	0	11	0	10
func_90e8f75cf5fc	3.964446080301045	0.2653289927659934	0.012161115733969705	HL,LLI	1501268.EW14_1866,716544.wcw_1894,1501268.EW14_1400,1226322.HMPREF1545_03063	helicase activity	0.05128205128205128	78	0.12903225806451613	31	0	11	0	10
func_42d5a1ba7e48	3.9275275308475535	0.26939693714667245	0.012315029899153547	HL,LLIILLIII	93059.P9211_00401,59919.PMM1126	PFAM Acyltransferase	0.08974358974358974	78	0	31	0.09090909090909093	11	0	10
func_fed3bfb055fa	3.9275275308475535	0.26939693714667245	0.012315029899153547	HL,LLIILLIII	167542.P9515_05681,59919.PMM0504,1499498.EV05_0560	cutA :: tolerance protein	0.08974358974358974	78	0	31	0.09090909090909093	11	0	10
func_db78aab70413	3.880462425987223	0.27466469997152454	0.012539316018297223	HL,LLI,LLIILLIII	74546.PMT9312_0993,1499498.EV05_1374	rpsU :: Belongs to the bacterial ribosomal protein bS21 family	0.0641025641025641	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_b93416c7e08e	3.687785417580158	0.29721114115178177	0.013533019467180102	HL,LLI,LLIILLIII	1499498.EV05_1091,74545.EU96_1452	Carbamoyltransferase C-terminus	0.10256410256410256	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_d5fd895187ef	3.687785417580158	0.29721114115178177	0.013533019467180102	HL,LLI,LLIILLIII	1400524.KL370779_gene617,167539.Pro_1281,909943.HIMB100_00023480,59919.PMM1236,146891.A9601_14551,1185876.BN8_00923,1144319.PMI16_04706	Transketolase,  pyrimidine binding domain	0.10256410256410256	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_dace50e425dd	3.636958173916692	0.3034286776393646	0.013798017109777719	HL,LLI,LLIILLIII	64471.sync_2921,167539.Pro_1262,167539.Pro_1536	Acyltransferase family	0.07692307692307693	78	0.03225806451612903	31	0.18181818181818185	11	0	10
func_58e3558a0adc	3.623949087686282	0.3050385617046939	0.013816898510409405	HL,LLIV	1334046.AYTB01000007_gene2960,1410653.JHVC01000008_gene3171,1288494.EBAPG3_28340,740709.A10D4_11509,635013.TherJR_2784,632245.CLP_3467,887327.HMPREF0476_1559	neuA :: Cytidylyltransferase	0.07692307692307693	78	0	31	0	11	0.1	10
func_639b0e2facf2	3.623949087686282	0.3050385617046939	0.013816898510409405	HL,LLIV	74545.EU96_1353,984262.SGRA_3989,1175306.GWL_46440,93060.P9215_14181,1207063.P24_00995,1458357.BG58_39635,237727.NAP1_15523	Phytanoyl-CoA dioxygenase (PhyH)	0.07692307692307693	78	0	31	0	11	0.1	10
func_b72e8c598cc9	3.623949087686282	0.3050385617046939	0.013816898510409405	HL,LLIV	74547.PMT_1368,93060.P9215_13971	rpmH :: Ribosomal protein L34	0.07692307692307693	78	0	31	0	11	0.1	10
func_3a3f562aa2e0	3.5894247375620107	0.3093478909386627	0.01399382337763719	HL,LLI,LLIILLIII	166318.Syn8016DRAFT_1661,167539.Pro_0680,84588.SYNW0460,1499499.EV06_0065	rfe :: Glycosyl transferase family 4	0.08974358974358974	78	0.03225806451612903	31	0.18181818181818185	11	0	10
